timestamp,event,phase,targetRate,durationSec,totalSent,elapsedMs
1784087026149,start,1,20000,100,0,659
1784087126170,end,1,20000,100,2012308,100680
1784087126170,start,2,100000,150,2012683,100680
1784087276187,end,2,100000,150,17014701,250697
1784087276187,start,3,200000,150,17014836,250697
1784087426208,end,3,200000,150,47000000,400718
