1781905682827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905683827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905684827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905685827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905686827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905687827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905688827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905689827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905690827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905691827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905692827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905693827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905694827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905695827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905696827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905697827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905698827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905699827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905700827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905701827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905702827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905703827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905704827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905705827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905706827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905707827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905708739,Executor1,Stage1-2-0,0,0,0,0,0,0,0,0
1781905708827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905708831,Executor0,Stage0-0-0,0,1034,1034,52499,0,0,0,0
1781905708831,Executor0,Stage0-1-0,0,1192,1192,61485,0,0,2206,14010
1781905708831,Executor0,Stage0-2-0,0,1327,1327,60157,0,0,1934,13355
1781905708831,Executor0,Stage0-3-0,0,1095,1095,62219,0,0,1129,11617
1781905709739,Executor1,Stage1-2-0,0,1,0,219442,14946,105,0,0
1781905709827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905709850,Executor0,Stage0-0-0,0,82966,82966,517975,0,0,94085,2780394
1781905709850,Executor0,Stage0-1-0,0,81808,81808,508325,0,0,84112,2662648
1781905709850,Executor0,Stage0-2-0,0,83018,83018,482778,0,0,91013,2773142
1781905709850,Executor0,Stage0-3-0,0,75905,75905,494476,0,0,150666,2492660
1781905710739,Executor1,Stage1-2-0,0,5056,0,333414,97286,610071,0,0
1781905710827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905710831,Executor0,Stage0-0-0,0,63050,63050,238151,0,0,410739,16092326
1781905710831,Executor0,Stage0-1-0,0,56549,56549,231448,0,0,99486,15253024
1781905710831,Executor0,Stage0-2-0,0,57332,57332,311488,0,0,106040,15374694
1781905710831,Executor0,Stage0-3-0,0,57355,57355,572896,0,0,104144,14799892
1781905711739,Executor1,Stage1-2-0,0,52349,0,733849,155942,6300006,0,0
1781905711827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905711830,Executor0,Stage0-0-0,0,1746,1746,5803,0,0,850,224429
1781905711830,Executor0,Stage0-1-0,0,1779,1779,6783,0,0,634,206914
1781905711830,Executor0,Stage0-2-0,0,1779,1779,6311,0,0,695,212939
1781905711830,Executor0,Stage0-3-0,0,1746,1746,5863,0,0,845,223947
1781905712739,Executor1,Stage1-2-0,0,86985,0,623169,100577,10521934,0,0
1781905712827,Executor3,Stage1-3-0,0,0,0,0,0,0,0,0
1781905712831,Executor0,Stage0-0-0,0,2160,2160,7605,0,0,1435,283102
