1781826751129,VM-17,Stage1-1-0,0,392,0,131434,96014,40979,0,0
1781826751146,VM-16,Stage1-3-0,0,532,0,128433,136270,56792,0,0
1781826751168,VM-19,Stage1-2-0,0,608,0,124089,143651,64506,0,0
1781826751214,VM-18,Stage1-0-0,0,832,0,164590,109496,87592,0,0
1781826752129,VM-17,Stage1-1-0,0,515,0,27018,59417,54032,0,0
1781826752146,VM-16,Stage1-3-0,0,322,0,13003,13903,34364,0,0
1781826752168,VM-19,Stage1-2-0,0,247,0,16872,6716,26624,0,0
1781826752214,VM-18,Stage1-0-0,0,162,0,6323,3838,18046,0,0
1781826753129,VM-17,Stage1-1-0,0,202,0,24777,2756,22205,0,0
1781826753146,VM-16,Stage1-3-0,0,230,0,10119,25217,23876,0,0
1781826753168,VM-19,Stage1-2-0,0,215,0,19242,3300,21447,0,0
1781826753215,VM-18,Stage1-0-0,0,94,0,6591,36217,9768,0,0
1781826754129,VM-17,Stage1-1-0,0,211,0,7616,2739,22432,0,0
1781826754146,VM-16,Stage1-3-0,0,216,0,13916,15824,22353,0,0
1781826754168,VM-19,Stage1-2-0,0,206,0,8907,4874,22199,0,0
1781826754218,VM-18,Stage1-0-0,0,289,0,14758,26941,30646,0,0
1781826755129,VM-17,Stage1-1-0,0,205,0,28223,2461,21687,0,0
1781826755146,VM-16,Stage1-3-0,0,233,0,8798,7261,25425,0,0
1781826755168,VM-19,Stage1-2-0,0,224,0,7184,4444,23553,0,0
1781826755214,VM-18,Stage1-0-0,0,308,0,28464,6966,31304,0,0
1781826756130,VM-17,Stage1-1-0,0,244,0,11835,10558,23974,0,0
1781826756146,VM-16,Stage1-3-0,0,215,0,13432,11925,24715,0,0
1781826756168,VM-19,Stage1-2-0,0,213,0,15962,4774,22612,0,0
1781826756214,VM-18,Stage1-0-0,0,25,0,17653,765,2980,0,0
1781826757129,VM-17,Stage1-1-0,0,215,0,5819,10641,23226,0,0
1781826757146,VM-16,Stage1-3-0,0,208,0,34678,5394,21617,0,0
1781826757168,VM-19,Stage1-2-0,0,217,0,8244,1776,22789,0,0
1781826757214,VM-18,Stage1-0-0,0,262,0,30918,4085,27616,0,0
1781826758129,VM-17,Stage1-1-0,0,217,0,6840,14470,23700,0,0
1781826758146,VM-16,Stage1-3-0,0,225,0,19693,5800,23152,0,0
1781826758168,VM-19,Stage1-2-0,0,215,0,12064,12701,22548,0,0
1781826758219,VM-18,Stage1-0-0,0,402,0,19138,7239,43134,0,0
1781826759129,VM-17,Stage1-1-0,0,216,0,2460,2090,22689,0,0
1781826759146,VM-16,Stage1-3-0,0,206,0,7682,23801,21170,0,0
1781826759169,VM-19,Stage1-2-0,0,223,0,14765,8952,24012,0,0
1781826759214,VM-18,Stage1-0-0,0,134,0,37882,2052,13881,0,0
1781826760129,VM-17,Stage1-1-0,0,207,0,5814,27659,22539,0,0
1781826760146,VM-16,Stage1-3-0,0,232,0,16585,3496,24426,0,0
1781826760168,VM-19,Stage1-2-0,0,218,0,7439,4315,23624,0,0
1781826760214,VM-18,Stage1-0-0,0,328,0,3325,4162,34755,0,0
1781826761129,VM-17,Stage1-1-0,0,225,0,1987,2022,24002,0,0
1781826761146,VM-16,Stage1-3-0,0,223,0,1932,1817,23352,0,0
1781826761168,VM-19,Stage1-2-0,0,209,0,1960,1558,21375,0,0
1781826761214,VM-18,Stage1-0-0,0,170,0,5304,15857,17857,0,0
1781826762129,VM-17,Stage1-1-0,0,225,0,15785,3174,24882,0,0
1781826762146,VM-16,Stage1-3-0,0,212,0,22431,4326,22558,0,0
1781826762168,VM-19,Stage1-2-0,0,233,0,2044,1760,23899,0,0
1781826762214,VM-18,Stage1-0-0,0,188,0,17223,6622,20206,0,0
1781826763129,VM-17,Stage1-1-0,0,204,0,4765,9770,20547,0,0
1781826763146,VM-16,Stage1-3-0,0,240,0,8674,3141,25127,0,0
1781826763168,VM-19,Stage1-2-0,0,216,0,5476,4715,23219,0,0
1781826763214,VM-18,Stage1-0-0,0,290,0,8214,4986,29352,0,0
1781826764129,VM-17,Stage1-1-0,0,215,0,5178,2906,23027,0,0
1781826764146,VM-16,Stage1-3-0,0,226,0,1824,1805,24682,0,0
1781826764168,VM-19,Stage1-2-0,0,212,0,6041,12308,23080,0,0
1781826764217,VM-18,Stage1-0-0,0,124,0,18494,2312,12815,0,0
1781826765129,VM-17,Stage1-1-0,0,240,0,17071,2640,25645,0,0
1781826765146,VM-16,Stage1-3-0,0,223,0,5059,11968,23108,0,0
1781826765168,VM-19,Stage1-2-0,0,216,0,16335,9378,22853,0,0
1781826765214,VM-18,Stage1-0-0,0,205,0,19008,10483,21990,0,0
1781826766129,VM-17,Stage1-1-0,0,231,0,5083,20576,24574,0,0
1781826766146,VM-16,Stage1-3-0,0,196,0,4861,14135,21501,0,0
1781826766168,VM-19,Stage1-2-0,0,223,0,27862,12724,22670,0,0
