timestamp,jobId,taskId,idleTimeNs,kafkaQueueTimeNs,kafkaQueueTimeAvgNs,kafkaQueueTimeMaxNs,kafkaQueueSamples,inputRate,recordsRead
1786657983248,unknown,Stage0-4-0,0,-1,-1,0,0,0.01,1
1786657983248,unknown,Stage0-0-0,0,-1,-1,0,0,0.01,1
1786657984187,unknown,Stage0-6-0,0,-1,-1,0,0,0.01,1
1786657984188,unknown,Stage0-2-0,0,-1,-1,0,0,0.01,1
1786657984216,unknown,Stage0-1-0,0,-1,-1,0,0,0.01,1
1786657984216,unknown,Stage0-5-0,0,-1,-1,0,0,0.01,1
1786657984248,unknown,Stage0-4-0,0,-1,264000000,325000000,24,24783.00,24784
1786657984248,unknown,Stage0-0-0,0,-1,118000000,200000000,2,2036.00,2037
1786657984262,unknown,Stage0-7-0,0,-1,-1,0,0,0.01,1
1786657984279,unknown,Stage0-3-0,0,-1,-1,0,0,0.01,1
1786657985187,unknown,Stage0-6-0,0,-1,125956521,191000000,23,23478.00,23479
1786657985188,unknown,Stage0-2-0,0,-1,62000000,62000000,1,1559.00,1560
1786657985216,unknown,Stage0-5-0,0,-1,122086956,183000000,23,23620.00,23621
1786657985216,unknown,Stage0-1-0,0,-1,67000000,67000000,1,1578.00,1579
1786657985248,unknown,Stage0-0-0,0,-1,75000000,75000000,1,1760.00,3797
1786657985248,unknown,Stage0-4-0,0,-1,112000000,179000000,24,23985.00,48769
1786657985262,unknown,Stage0-7-0,0,-1,106521739,171000000,23,23469.00,23470
1786657985279,unknown,Stage0-3-0,0,-1,42000000,42000000,1,1984.00,1985
1786657986187,unknown,Stage0-6-0,0,-1,69782608,103000000,23,23460.00,46939
1786657986188,unknown,Stage0-2-0,0,-1,28000000,40000000,2,1503.00,3063
1786657986216,unknown,Stage0-1-0,0,-1,30500000,43000000,2,1495.00,3074
1786657986216,unknown,Stage0-5-0,0,-1,69833333,109000000,24,23432.00,47053
1786657986248,unknown,Stage0-0-0,0,-1,31000000,42000000,2,1648.00,5445
1786657986248,unknown,Stage0-4-0,0,-1,81250000,118000000,24,23559.00,72328
1786657986263,unknown,Stage0-7-0,0,-1,79869565,143000000,23,23445.55,46939
1786657986279,unknown,Stage0-3-0,0,-1,29000000,40000000,2,1578.00,3563
1786657987187,unknown,Stage0-6-0,0,-1,69083333,110000000,24,23469.00,70408
1786657987189,unknown,Stage0-2-0,0,-1,22000000,22000000,1,1529.47,4594
1786657987216,unknown,Stage0-5-0,0,-1,67608695,98000000,23,23416.00,70469
1786657987216,unknown,Stage0-1-0,0,-1,27000000,27000000,1,1520.00,4594
1786657987248,unknown,Stage0-0-0,0,-1,53000000,53000000,1,1534.00,6979
1786657987248,unknown,Stage0-4-0,0,-1,83652173,128000000,23,23446.00,95774
1786657987263,unknown,Stage0-7-0,0,-1,72916666,127000000,24,23469.00,70408
1786657987279,unknown,Stage0-3-0,0,-1,19500000,26000000,2,1531.00,5094
1786657988188,unknown,Stage0-6-0,0,-1,66086956,102000000,23,23445.55,93877
1786657988190,unknown,Stage0-2-0,0,-1,24500000,35000000,2,1529.47,6125
1786657988216,unknown,Stage0-5-0,0,-1,64347826,97000000,23,23408.00,93877
1786657988217,unknown,Stage0-1-0,0,-1,25000000,36000000,2,1529.47,6125
1786657988248,unknown,Stage0-0-0,0,-1,28000000,39000000,2,1495.00,8474
1786657988249,unknown,Stage0-4-0,0,-1,82500000,124000000,24,23447.55,119245
1786657988265,unknown,Stage0-7-0,0,-1,77304347,138000000,23,23422.16,93877
1786657988279,unknown,Stage0-3-0,0,-1,37000000,37000000,1,1527.00,6621
1786657989190,unknown,Stage0-6-0,0,-1,60541666,94000000,24,23422.16,117346
1786657989190,unknown,Stage0-2-0,0,-1,22000000,22000000,1,1531.00,7656
1786657989216,unknown,Stage0-5-0,0,-1,67458333,106000000,24,23469.00,117346
1786657989218,unknown,Stage0-1-0,0,-1,27000000,27000000,1,1529.47,7656
1786657989248,unknown,Stage0-0-0,0,-1,38000000,50000000,2,1892.00,10366
1786657989249,unknown,Stage0-4-0,0,-1,79500000,123000000,24,24435.00,143680
1786657989265,unknown,Stage0-7-0,0,-1,72375000,146000000,24,23469.00,117346
1786657989279,unknown,Stage0-3-0,0,-1,17000000,22000000,2,1441.00,8062
1786657990191,unknown,Stage0-6-0,0,-1,71434782,110000000,23,23445.55,140815
1786657990192,unknown,Stage0-2-0,0,-1,22000000,33000000,2,1527.94,9187
1786657990217,unknown,Stage0-5-0,0,-1,65173913,97000000,23,23445.55,140815
1786657990219,unknown,Stage0-1-0,0,-1,23000000,34000000,2,1529.47,9187
1786657990248,unknown,Stage0-0-0,0,-1,10000000,10000000,1,1515.00,11881
1786657990249,unknown,Stage0-4-0,0,-1,68875000,108000000,24,23441.00,167121
1786657990266,unknown,Stage0-7-0,0,-1,67608695,109000000,23,23445.55,140815
1786657990279,unknown,Stage0-3-0,0,-1,36000000,36000000,1,1511.00,9573
1786657991191,unknown,Stage0-6-0,0,-1,73583333,116000000,24,23477.00,164292
1786657991192,unknown,Stage0-2-0,0,-1,24000000,24000000,1,1532.00,10719
1786657991218,unknown,Stage0-5-0,0,-1,58333333,93000000,24,23445.55,164284
1786657991220,unknown,Stage0-1-0,0,-1,26000000,26000000,1,1529.47,10718
1786657991248,unknown,Stage0-0-0,0,-1,28000000,32000000,2,1499.00,13380
1786657991249,unknown,Stage0-4-0,0,-1,67956521,109000000,23,23296.00,190417
1786657991266,unknown,Stage0-7-0,0,-1,61750000,102000000,24,23469.00,164284
1786657991279,unknown,Stage0-3-0,0,-1,18500000,26000000,2,1553.00,11126
1786657992191,unknown,Stage0-6-0,0,-1,70652173,104000000,23,23461.00,187753
1786657992192,unknown,Stage0-2-0,0,-1,22000000,34000000,2,1530.00,12249
1786657992218,unknown,Stage0-5-0,0,-1,62826086,96000000,23,23493.00,187777
1786657992220,unknown,Stage0-1-0,0,-1,21000000,30000000,2,1531.00,12249
1786657992248,unknown,Stage0-0-0,0,-1,8000000,8000000,1,1466.00,14846
1786657992249,unknown,Stage0-4-0,0,-1,74304347,116000000,23,23377.00,213794
1786657992267,unknown,Stage0-7-0,0,-1,68434782,108000000,23,23445.55,187753
1786657992279,unknown,Stage0-3-0,0,-1,34000000,34000000,1,1501.00,12627
1786657993191,unknown,Stage0-6-0,0,-1,65333333,103000000,24,23469.00,211222
1786657993193,unknown,Stage0-2-0,0,-1,22000000,22000000,1,1529.47,13780
1786657993218,unknown,Stage0-5-0,0,-1,63708333,105000000,24,23445.00,211222
1786657993221,unknown,Stage0-1-0,0,-1,26000000,26000000,1,1529.47,13780
1786657993248,unknown,Stage0-0-0,0,-1,27500000,32000000,2,1505.00,16351
1786657993249,unknown,Stage0-4-0,0,-1,71791666,113000000,24,23472.00,237266
1786657993267,unknown,Stage0-7-0,0,-1,73666666,119000000,24,23469.00,211222
1786657993279,unknown,Stage0-3-0,0,-1,15500000,23000000,2,1537.00,14164
1786657994191,unknown,Stage0-6-0,0,-1,74695652,116000000,23,23469.00,234691
1786657994193,unknown,Stage0-2-0,0,-1,21000000,34000000,2,1531.00,15311
1786657994219,unknown,Stage0-5-0,0,-1,66000000,101000000,23,23445.55,234691
1786657994221,unknown,Stage0-1-0,0,-1,21500000,32000000,2,1531.00,15311
1786657994248,unknown,Stage0-0-0,0,-1,7000000,7000000,1,1564.00,17915
1786657994249,unknown,Stage0-4-0,0,-1,74826086,114000000,23,23574.00,260840
1786657994269,unknown,Stage0-7-0,0,-1,72217391,113000000,23,23422.16,234691
1786657994279,unknown,Stage0-3-0,0,-1,31000000,31000000,1,1488.00,15652
1786657995192,unknown,Stage0-6-0,0,-1,70500000,113000000,24,23445.55,258160
1786657995193,unknown,Stage0-2-0,0,-1,21000000,21000000,1,1531.00,16842
1786657995221,unknown,Stage0-5-0,0,-1,56500000,92000000,24,23422.16,258160
1786657995221,unknown,Stage0-1-0,0,-1,25000000,25000000,1,1531.00,16842
1786657995248,unknown,Stage0-0-0,0,-1,25500000,30000000,2,1385.00,19300
1786657995249,unknown,Stage0-4-0,0,-1,64875000,117000000,24,23251.00,284091
1786657995270,unknown,Stage0-7-0,0,-1,71041666,118000000,24,23445.55,258160
1786657995279,unknown,Stage0-3-0,0,-1,15000000,23000000,2,1522.00,17174
1786657996194,unknown,Stage0-6-0,0,-1,73913043,117000000,23,23422.16,281629
1786657996194,unknown,Stage0-2-0,0,-1,18500000,30000000,2,1529.47,18373
1786657996221,unknown,Stage0-5-0,0,-1,70913043,113000000,23,23469.00,281629
1786657996221,unknown,Stage0-1-0,0,-1,20000000,31000000,2,1531.00,18373
1786657996248,unknown,Stage0-0-0,0,-1,6000000,6000000,1,1594.00,20894
1786657996249,unknown,Stage0-4-0,0,-1,70956521,117000000,23,23383.00,307474
1786657996270,unknown,Stage0-7-0,0,-1,68608695,110000000,23,23469.00,281629
1786657996279,unknown,Stage0-3-0,0,-1,30000000,30000000,1,1500.00,18674
1786657997194,unknown,Stage0-6-0,0,-1,69125000,106000000,24,23469.00,305098
1786657997195,unknown,Stage0-2-0,0,-1,19000000,19000000,1,1529.47,19904
1786657997222,unknown,Stage0-5-0,0,-1,66458333,103000000,24,23445.55,305098
1786657997223,unknown,Stage0-1-0,0,-1,20000000,20000000,1,1527.94,19904
