timestamp,jobId,executorId,executorType,containerId,requestedHost,physicalHost,placementPassed
1787944363408,sponge-q6-c6525-repeated-scale-100k375k-20260828T191034Z,Executor0,Source,container_1787939630113_0001_01_000002,node5-link-1,node5-link-1,true
1787944363835,sponge-q6-c6525-repeated-scale-100k375k-20260828T191034Z,Executor2,Compute,container_1787939630113_0001_01_000004,node10-link-1,node10-link-1,true
1787944363847,sponge-q6-c6525-repeated-scale-100k375k-20260828T191034Z,Executor3,Compute,container_1787939630113_0001_01_000005,node11-link-1,node11-link-1,true
1787944363851,sponge-q6-c6525-repeated-scale-100k375k-20260828T191034Z,Executor1,Compute,container_1787939630113_0001_01_000003,node9-link-1,node9-link-1,true
1787944363854,sponge-q6-c6525-repeated-scale-100k375k-20260828T191034Z,Executor4,Compute,container_1787939630113_0001_01_000006,node12-link-1,node12-link-1,true
