timestamp,event,phase,targetRate,durationSec,totalSent,elapsedMs
1784138128291,start,1,20000,100,0,634
1784138228304,end,1,20000,100,2003659,100647
1784138228305,start,2,100000,150,2004003,100648
1784138378320,end,2,100000,150,17005715,250663
1784138378321,start,3,200000,150,17005848,250664
1784138528346,end,3,200000,150,47000000,400689
