timestamp,jobId,executorId,taskId,inputReceiveRate,inputRate,outputRate,processingTimeNs,deserTimeNs,inBytes,serializedTimeNs,outBytes
1781981052794,unknown,VM-79,Stage1-2-0,0,0,0,0,0,0,0,0
1781981053720,unknown,VM-78,Stage1-0-0,0,0,0,0,0,0,0,0
1781981053794,unknown,VM-79,Stage1-2-0,0,0,0,0,0,0,0,0
1781981054720,unknown,VM-78,Stage1-0-0,0,1,0,0,31231,109,0,0
1781981054794,unknown,VM-79,Stage1-2-0,0,0,0,0,0,0,0,0
1781981055720,unknown,VM-78,Stage1-0-0,0,540,0,906842,112454,63120,0,0
1781981055794,unknown,VM-79,Stage1-2-0,0,0,0,0,0,0,0,0
1781981056720,unknown,VM-78,Stage1-0-0,0,2041,0,864373,109468,246846,0,0
1781981056794,unknown,VM-79,Stage1-2-0,0,110,0,583835,97642,14017,0,0
1781981057720,unknown,VM-78,Stage1-0-0,0,4729,0,548693,168346,576412,0,0
1781981057794,unknown,VM-79,Stage1-2-0,0,1364,0,746775,257477,166115,0,0
1781981058720,unknown,VM-78,Stage1-0-0,0,7961,0,758172,96838,955613,0,0
1781981058794,unknown,VM-79,Stage1-2-0,0,5062,0,846508,140343,610234,0,0
1781981059720,unknown,VM-78,Stage1-0-0,0,230,0,18578,1509,27473,0,0
1781981059794,unknown,VM-79,Stage1-2-0,0,8045,0,798501,168580,964038,0,0
1781981060720,unknown,VM-78,Stage1-0-0,0,6804,0,545403,122598,819200,0,0
1781981060794,unknown,VM-79,Stage1-2-0,0,8113,0,772743,201055,976135,0,0
1781981061721,unknown,VM-78,Stage1-0-0,0,9229,0,701083,264691,1116278,0,0
1781981061794,unknown,VM-79,Stage1-2-0,0,7418,0,784000,178914,897266,0,0
1781981062720,unknown,VM-78,Stage1-0-0,0,9930,0,811393,151915,1193621,0,0
1781981062794,unknown,VM-79,Stage1-2-0,0,7776,0,759269,228165,934344,0,0
1781981063721,unknown,VM-78,Stage1-0-0,0,10197,0,734703,235573,1233451,0,0
1781981063794,unknown,VM-79,Stage1-2-0,0,8600,0,781505,191598,1038956,0,0
1781981064720,unknown,VM-78,Stage1-0-0,0,12466,0,842283,129336,1505434,0,0
1781981064794,unknown,VM-79,Stage1-2-0,0,10473,0,771516,196865,1275120,0,0
1781981065720,unknown,VM-78,Stage1-0-0,0,12697,0,815526,143973,1534122,0,0
1781981065794,unknown,VM-79,Stage1-2-0,0,9722,0,775681,189374,1177606,0,0
1781981066720,unknown,VM-78,Stage1-0-0,0,16479,0,835124,121066,1997411,0,0
1781981066794,unknown,VM-79,Stage1-2-0,0,11965,0,719815,245403,1449199,0,0
1781981067794,unknown,VM-79,Stage1-2-0,0,10601,0,678045,285034,1286512,0,0
1781981067925,unknown,VM-78,Stage1-0-0,0,15073,0,800537,133101,1826451,0,0
1781981068720,unknown,VM-78,Stage1-0-0,0,11194,0,911206,85648,1353216,0,0
1781981069017,unknown,VM-79,Stage1-2-0,0,9960,0,764856,164624,1210048,0,0
