timestamp,totalEvents,deltaEvents,remainingEvents,baselineOffsetTotal
1786660100415,0,0,61379940,0
1786660101415,0,0,61379940,0
1786660102415,0,0,61379940,0
1786660103415,0,0,61379940,0
1786660104415,0,0,61379940,0
1786660105415,0,0,61379940,0
1786660106415,0,0,61379940,0
1786660107415,0,0,61379940,0
1786660108416,0,0,61379940,0
1786660109416,14669,14669,61365271,0
1786660110416,65800,51131,61314140,0
1786660111416,234183,168383,61145757,0
1786660112416,399644,165461,60980296,0
1786660113416,557985,158341,60821955,0
1786660114416,721037,163052,60658903,0
1786660115416,886321,165284,60493619,0
1786660116416,1050316,163995,60329624,0
1786660117417,1211683,161367,60168257,0
1786660118417,1375039,163356,60004901,0
1786660119417,1540447,165408,59839493,0
1786660120417,1703125,162678,59676815,0
1786660121417,1866649,163524,59513291,0
1786660122417,2028125,161476,59351815,0
1786660123417,2188347,160222,59191593,0
1786660124417,2349717,161370,59030223,0
1786660125417,2516026,166309,58863914,0
1786660126417,2678300,162274,58701640,0
1786660127417,2840146,161846,58539794,0
1786660128418,3004758,164612,58375182,0
1786660129418,3169549,164791,58210391,0
1786660130418,3333480,163931,58046460,0
1786660131418,3495238,161758,57884702,0
1786660132418,3655894,160656,57724046,0
1786660133418,3821258,165364,57558682,0
1786660134419,3983719,162461,57396221,0
1786660135419,4148461,164742,57231479,0
1786660136419,4310015,161554,57069925,0
1786660137419,4475898,165883,56904042,0
1786660138419,4634308,158410,56745632,0
1786660139420,4799749,165441,56580191,0
1786660140421,4963374,163625,56416566,0
1786660141422,5128510,165136,56251430,0
1786660142423,5292411,163901,56087529,0
1786660143424,5458110,165699,55921830,0
1786660144424,5619883,161773,55760057,0
1786660145424,5783346,163463,55596594,0
1786660146424,5943741,160395,55436199,0
1786660147425,6110375,166634,55269565,0
1786660148426,6274044,163669,55105896,0
1786660149426,6437739,163695,54942201,0
1786660150426,6599038,161299,54780902,0
1786660151426,6761072,162034,54618868,0
1786660152426,6925881,164809,54454059,0
1786660153427,7089514,163633,54290426,0
1786660154427,7253056,163542,54126884,0
1786660155427,7415317,162261,53964623,0
1786660156427,7578701,163384,53801239,0
1786660157427,7741647,162946,53638293,0
1786660158427,7903120,161473,53476820,0
1786660159427,8066936,163816,53313004,0
1786660160427,8230535,163599,53149405,0
1786660161427,8394110,163575,52985830,0
1786660162427,8555455,161345,52824485,0
1786660163427,8718956,163501,52660984,0
1786660164427,8882765,163809,52497175,0
1786660165427,9047069,164304,52332871,0
1786660166427,9210038,162969,52169902,0
1786660167427,9373569,163531,52006371,0
1786660168427,9537387,163818,51842553,0
1786660169427,9701142,163755,51678798,0
1786660170428,9864604,163462,51515336,0
1786660171428,10028289,163685,51351651,0
1786660172428,10191689,163400,51188251,0
1786660173428,10355373,163684,51024567,0
1786660174428,10516505,161132,50863435,0
1786660175428,10680106,163601,50699834,0
1786660176428,10843785,163679,50536155,0
1786660177428,11007381,163596,50372559,0
1786660178428,11170994,163613,50208946,0
1786660179428,11333691,162697,50046249,0
1786660180428,11496908,163217,49883032,0
1786660181428,11659065,162157,49720875,0
1786660182428,11822701,163636,49557239,0
1786660183429,11986337,163636,49393603,0
1786660184429,12149973,163636,49229967,0
1786660185429,12313609,163636,49066331,0
1786660186429,12477245,163636,48902695,0
1786660187429,12640881,163636,48739059,0
1786660188429,12804517,163636,48575423,0
1786660189429,12968153,163636,48411787,0
1786660190429,13131789,163636,48248151,0
1786660191429,13295425,163636,48084515,0
1786660192429,13459061,163636,47920879,0
1786660193429,13622697,163636,47757243,0
1786660194429,13786333,163636,47593607,0
1786660195429,13949969,163636,47429971,0
1786660196429,14113605,163636,47266335,0
1786660197429,14277241,163636,47102699,0
1786660198429,14440877,163636,46939063,0
1786660199429,14604513,163636,46775427,0
1786660200429,14768149,163636,46611791,0
1786660201429,14931785,163636,46448155,0
1786660202429,15095421,163636,46284519,0
1786660203429,15259057,163636,46120883,0
1786660204429,15422693,163636,45957247,0
1786660205429,15586329,163636,45793611,0
