timestamp,totalEvents,deltaEvents,remainingEvents,baselineOffsetTotal
1786660206429,15749965,163636,45629975,0
1786660207429,15913601,163636,45466339,0
1786660208429,16077237,163636,45302703,0
1786660209429,16240873,163636,45139067,0
1786660210429,16404509,163636,44975431,0
1786660211430,16568145,163636,44811795,0
1786660212430,16731781,163636,44648159,0
1786660213430,16895417,163636,44484523,0
1786660214430,17059053,163636,44320887,0
1786660215430,17222689,163636,44157251,0
1786660216430,17386325,163636,43993615,0
1786660217430,17549961,163636,43829979,0
1786660218430,17713597,163636,43666343,0
1786660219430,17877233,163636,43502707,0
1786660220430,18040869,163636,43339071,0
1786660221430,18204505,163636,43175435,0
1786660222430,18368141,163636,43011799,0
1786660223430,18531777,163636,42848163,0
1786660224430,18695413,163636,42684527,0
1786660225430,18859049,163636,42520891,0
1786660226430,19022685,163636,42357255,0
1786660227430,19186321,163636,42193619,0
1786660228430,19349957,163636,42029983,0
1786660229430,19513593,163636,41866347,0
1786660230430,19677229,163636,41702711,0
1786660231430,19840865,163636,41539075,0
1786660232430,20004501,163636,41375439,0
1786660233430,20168137,163636,41211803,0
1786660234430,20331773,163636,41048167,0
1786660235430,20507682,175909,40872258,0
1786660236430,20720410,212728,40659530,0
1786660237430,20933138,212728,40446802,0
1786660238430,21145866,212728,40234074,0
1786660239430,21358594,212728,40021346,0
1786660240431,21605276,246682,39774664,0
1786660241432,21953820,348544,39426120,0
1786660242432,22302364,348544,39077576,0
1786660243432,22650908,348544,38729032,0
1786660244432,22999452,348544,38380488,0
1786660245432,23393815,394363,37986125,0
1786660246432,23925635,531820,37454305,0
1786660247432,24457455,531820,36922485,0
1786660248432,24989275,531820,36390665,0
1786660249432,25521095,531820,35858845,0
1786660250432,26099142,578047,35280798,0
1786660251432,26815870,716728,34564070,0
1786660252433,27532598,716728,33847342,0
1786660253433,28249326,716728,33130614,0
1786660254433,28966054,716728,32413886,0
1786660255433,29716327,750273,31663613,0
1786660256433,30567235,850908,30812705,0
1786660257433,31418143,850908,29961797,0
1786660258433,32269051,850908,29110889,0
1786660259433,33119959,850908,28259981,0
1786660260433,33983140,863181,27396800,0
1786660261434,34883140,900000,26496800,0
1786660262434,35783140,900000,25596800,0
1786660263434,36683140,900000,24696800,0
1786660264434,37583140,900000,23796800,0
1786660265434,38470867,887727,22909073,0
1786660266434,39321775,850908,22058165,0
1786660267434,40172683,850908,21207257,0
1786660268434,41023591,850908,20356349,0
1786660269434,41874499,850908,19505441,0
1786660270434,42691862,817363,18688078,0
1786660271434,43408590,716728,17971350,0
1786660272434,44125318,716728,17254622,0
1786660273434,44842046,716728,16537894,0
1786660274434,45558774,716728,15821166,0
1786660275434,46229275,670501,15150665,0
1786660276434,46761095,531820,14618845,0
1786660277434,47292915,531820,14087025,0
1786660278435,47824735,531820,13555205,0
1786660279435,48356555,531820,13023385,0
1786660280435,48842556,486001,12537384,0
1786660281435,49191100,348544,12188840,0
1786660282435,49539644,348544,11840296,0
1786660283435,49888188,348544,11491752,0
1786660284435,50236732,348544,11143208,0
1786660285435,50551322,314590,10828618,0
1786660286435,50764050,212728,10615890,0
1786660287435,50976778,212728,10403162,0
1786660288435,51189506,212728,10190434,0
1786660289436,51402234,212728,9977706,0
1786660290436,51602689,200455,9777251,0
1786660291436,51766325,163636,9613615,0
1786660292436,51929961,163636,9449979,0
1786660293436,52093597,163636,9286343,0
1786660294437,52257233,163636,9122707,0
1786660295438,52420869,163636,8959071,0
1786660296438,52584505,163636,8795435,0
1786660297438,52748141,163636,8631799,0
1786660298438,52911777,163636,8468163,0
1786660299438,53075413,163636,8304527,0
1786660300438,53239049,163636,8140891,0
1786660301438,53402685,163636,7977255,0
1786660302438,53566321,163636,7813619,0
1786660303438,53729957,163636,7649983,0
1786660304438,53893593,163636,7486347,0
1786660305438,54057229,163636,7322711,0
1786660306438,54220865,163636,7159075,0
1786660307438,54384501,163636,6995439,0
1786660308438,54548137,163636,6831803,0
1786660309438,54711773,163636,6668167,0
1786660310438,54875409,163636,6504531,0
1786660311438,55039045,163636,6340895,0
1786660312438,55202681,163636,6177259,0
1786660313438,55366317,163636,6013623,0
1786660314438,55529953,163636,5849987,0
1786660315438,55693589,163636,5686351,0
1786660316438,55857225,163636,5522715,0
1786660317438,56020861,163636,5359079,0
1786660318438,56184497,163636,5195443,0
1786660319438,56348133,163636,5031807,0
1786660320438,56511769,163636,4868171,0
1786660321438,56675405,163636,4704535,0
1786660322438,56839041,163636,4540899,0
1786660323438,57002677,163636,4377263,0
1786660324438,57166313,163636,4213627,0
1786660325438,57329949,163636,4049991,0
1786660326438,57493585,163636,3886355,0
1786660327438,57657221,163636,3722719,0
1786660328438,57820857,163636,3559083,0
1786660329438,57984493,163636,3395447,0
1786660330438,58148129,163636,3231811,0
1786660331438,58311765,163636,3068175,0
1786660332438,58475401,163636,2904539,0
1786660333438,58639037,163636,2740903,0
1786660334438,58802673,163636,2577267,0
1786660335439,58966309,163636,2413631,0
1786660336439,59129945,163636,2249995,0
1786660337439,59293581,163636,2086359,0
1786660338439,59457217,163636,1922723,0
1786660339439,59620853,163636,1759087,0
1786660340439,59784489,163636,1595451,0
1786660341439,59948125,163636,1431815,0
1786660342439,60111761,163636,1268179,0
1786660343439,60275397,163636,1104543,0
1786660344439,60439033,163636,940907,0
1786660345439,60602669,163636,777271,0
1786660346439,60766305,163636,613635,0
1786660347439,60929941,163636,449999,0
1786660348439,61093577,163636,286363,0
1786660349439,61257213,163636,122727,0
1786660350440,61379940,122727,0,0
