timestamp,jobId,executorId,executorType,containerId,requestedHost,physicalHost,placementPassed
1786660012485,sponge-q6-figure9b-scaled-164k900k-20260813T222409Z,Executor0,Source,container_1786659440034_0001_01_000002,node5-link-1,node5-link-1,true
1786660013506,sponge-q6-figure9b-scaled-164k900k-20260813T222409Z,Executor1,Compute,container_1786659440034_0001_01_000003,node9-link-1,node9-link-1,true
1786660013587,sponge-q6-figure9b-scaled-164k900k-20260813T222409Z,Executor3,Compute,container_1786659440034_0001_01_000005,node11-link-1,node11-link-1,true
1786660013589,sponge-q6-figure9b-scaled-164k900k-20260813T222409Z,Executor2,Compute,container_1786659440034_0001_01_000004,node10-link-1,node10-link-1,true
1786660013886,sponge-q6-figure9b-scaled-164k900k-20260813T222409Z,Executor4,Compute,container_1786659440034_0001_01_000006,node12-link-1,node12-link-1,true
