timestamp,jobId,executorId,executorType,containerId,requestedHost,physicalHost,placementPassed
1786654787835,sponge-q6-sine-60k450k-peak45-20260813T2057Z,Executor0,Source,container_1786654396454_0001_01_000002,node5-link-1,node5-link-1,true
1786654789007,sponge-q6-sine-60k450k-peak45-20260813T2057Z,Executor4,Compute,container_1786654396454_0001_01_000006,node12-link-1,node12-link-1,true
1786654789031,sponge-q6-sine-60k450k-peak45-20260813T2057Z,Executor2,Compute,container_1786654396454_0001_01_000004,node10-link-1,node10-link-1,true
1786654789054,sponge-q6-sine-60k450k-peak45-20260813T2057Z,Executor1,Compute,container_1786654396454_0001_01_000003,node9-link-1,node9-link-1,true
1786654789067,sponge-q6-sine-60k450k-peak45-20260813T2057Z,Executor3,Compute,container_1786654396454_0001_01_000005,node11-link-1,node11-link-1,true
