timestamp,event,phase,targetRate,durationSec,totalSent,elapsedMs
1784664226231,start,1,20000,100,0,617
1784664326245,end,1,20000,100,2003885,100631
1784664326245,start,2,100000,150,2004020,100631
1784664476260,end,2,100000,150,17008367,250646
1784664476260,start,3,200000,150,17008445,250646
1784664626283,end,3,200000,150,47000000,400669
