timestamp,jobId,avgCpu,avgInput,avgProcess,queue,numExecutors,numLambdaExecutors,lastActionWasScaleOut,prevFutureCompleted,registeredVmWorkers,activeVmWorkers,vmWorkerRunningTasks
1786601577697,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.000179,0.0,-1.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601593777,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024848,225000.0,224871.2,-1,4,-1,unknown,unknown,-1,-1,-1
1786601609702,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024027,225000.0,224899.4,-1,4,-1,unknown,unknown,-1,-1,-1
1786601625506,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.026107,225000.0,224909.8,-1,4,-1,unknown,unknown,-1,-1,-1
1786601641412,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024625,225000.0,225000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601657067,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024259,225000.0,225000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601673051,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.026214,225000.0,225000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601688931,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024107,225000.0,225000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601704711,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024813,225000.0,225000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601720557,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.02161,225000.0,225000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601736239,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.025357,450000.0,450000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601751697,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.030304,450000.0,450000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601767534,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.028333,450000.0,450000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601783428,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.025991,450000.0,450000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601799174,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.029092,450000.0,450000.0,-1,2,-1,unknown,unknown,-1,-1,-1
1786601814788,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.029652,450000.0,450000.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601830738,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.02375,450000.0,450000.0,-1,1,-1,unknown,unknown,-1,-1,-1
1786601846360,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024878,450000.0,450000.0,-1,3,-1,unknown,unknown,-1,-1,-1
1786601862163,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.024482,450000.0,450000.0,-1,2,-1,unknown,unknown,-1,-1,-1
1786601877795,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.026122,450000.0,450000.0,-1,3,-1,unknown,unknown,-1,-1,-1
1786601893495,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.020286,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601909683,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.019071,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
1786601925751,original-sponge-q6-scaleout-225k450k-20260813T061000Z,0.019482,0.0,0.0,-1,4,-1,unknown,unknown,-1,-1,-1
