timestamp,jobId,executorId,executorType,containerId,requestedHost,physicalHost,placementPassed
1785282070928,q6-holostream-metricsfix-20260728T233300Z,Executor3,Compute,container_1785281863435_0001_01_000005,node11-link-1,node11-link-1,true
1785282071937,q6-holostream-metricsfix-20260728T233300Z,Executor1,Compute,container_1785281863435_0001_01_000003,node9-link-1,node9-link-1,true
1785282071939,q6-holostream-metricsfix-20260728T233300Z,Executor2,Compute,container_1785281863435_0001_01_000004,node10-link-1,node10-link-1,true
1785282071941,q6-holostream-metricsfix-20260728T233300Z,Executor4,Compute,container_1785281863435_0001_01_000006,node12-link-1,node12-link-1,true
1785282072081,q6-holostream-metricsfix-20260728T233300Z,Executor0,Source,container_1785281863435_0001_01_000002,node5-link-1,node5-link-1,true
