timestamp,event,phase,targetRate,durationSec,totalSent,elapsedMs
1784155628238,start,1,20000,100,0,583
1784155728260,end,1,20000,100,2008617,100605
1784155728260,start,2,100000,150,2008919,100605
1784155878284,end,2,100000,150,17013769,250629
1784155878284,start,3,200000,150,17013924,250629
1784156028306,end,3,200000,150,47000000,400651
