1784080032949,SCALE_OUT,0.4660,100000.0000,43356.4000,380608.0000,380608,0.6664,4,QUEUE,0.8000,1.1388,1.2000,0.6000,8.7786,2.0000,4,160
1784080128954,SCALE_IN,0.0025,100000.0000,0.0000,-100.0000,-100,1.0000,165,IDLE,0.8000,0.0059,1.2000,0.6000,-1.0000,2.0000,4,160
