timestamp,outputRate,totalSent,elapsedMs
1781922025292,49583.50,250000,5042
1781922030297,49766.10,500000,10047
1781922035300,49833.89,750000,15050
1781922040302,49865.35,999900,20052
1781922040754,48768.47,999900,20503
